cusip,options,issuer,description,status
882610 10 8,,TEXAS PAC LD TR,SUB CTF PROP I T,
882681 10 9,*,TEXAS ROADHOUSE INC,COM,
882681 90 9,,TEXAS ROADHOUSE INC,CALL,
882681 95 9,,TEXAS ROADHOUSE INC,PUT,
882904 10 5,,THAI FD INC,COM,
882905 20 1,,THAI CAP FD INC,COM NEW,
883203 BN 0,,TEXTRON INC,NOTE  4.500% 5/0,
883203 10 1,*,TEXTRON INC,COM,
883203 90 1,,TEXTRON INC,CALL,
883203 95 1,,TEXTRON INC,PUT,
883203 20 0,,TEXTRON INC,PFD CONV $2.08,DELETED
883203 30 9,,TEXTRON INC,PFD CONV $1.40,DELETED
88337K 10 4,*,THE9 LTD,ADR,
88337K 90 4,,THE9 LTD,CALL,
88337K 95 4,,THE9 LTD,PUT,
883375 10 7,*,THERAGENICS CORP,COM,
883375 90 7,,THERAGENICS CORP,CALL,
883375 95 7,,THERAGENICS CORP,PUT,
88338T AA 2,,THERAVANCE INC,NOTE  3.000% 1/1,
88338T 10 4,*,THERAVANCE INC,COM,
88338T 90 4,,THERAVANCE INC,CALL,
88338T 95 4,,THERAVANCE INC,PUT,
883435 30 7,,THERMADYNE HLDGS CORP NEW,COM PAR $0.01,
883556 10 2,*,THERMO FISHER SCIENTIFIC INC,COM,
883556 90 2,,THERMO FISHER SCIENTIFIC INC,CALL,
883556 95 2,,THERMO FISHER SCIENTIFIC INC,PUT,
883623 20 9,,THERMOGENESIS CORP,COM NEW,
88368Q 10 3,*,THESTREET COM,COM,
88368Q 90 3,,THESTREET COM,CALL,
88368Q 95 3,,THESTREET COM,PUT,
884315 10 2,*,THOMAS & BETTS CORP,COM,
884315 90 2,,THOMAS & BETTS CORP,CALL,
884315 95 2,,THOMAS & BETTS CORP,PUT,
884402 10 8,,THOMAS GROUP INC,COM,
884453 10 1,,THOMAS PPTYS GROUP INC,COM,
884481 10 2,,THOMAS WEISEL PARTNERS GRP I,COM,
884768 10 2,*,THOMPSON CREEK METALS CO INC,COM,
884768 90 2,,THOMPSON CREEK METALS CO INC,CALL,
884768 95 2,,THOMPSON CREEK METALS CO INC,PUT,
884903 10 5,*,THOMSON REUTERS CORP,COM,
884903 90 5,,THOMSON REUTERS CORP,CALL,
884903 95 5,,THOMSON REUTERS CORP,PUT,
885118 10 9,*,THOMSON,SPONSORED ADR,DELETED
885118 90 9,,THOMSON,CALL,DELETED
885118 95 9,,THOMSON,PUT,DELETED
885160 10 1,*,THOR INDS INC,COM,
885160 90 1,,THOR INDS INC,CALL,
885160 95 1,,THOR INDS INC,PUT,
885175 AB 5,,THORATEC CORP,NOTE  1.380% 5/1,
885175 30 7,*,THORATEC CORP,COM NEW,
885175 90 7,,THORATEC CORP,CALL,
885175 95 7,,THORATEC CORP,PUT,
885535 10 4,*,3COM CORP,COM,
885535 90 4,,3COM CORP,CALL,
885535 95 4,,3COM CORP,PUT,
88554D 20 5,,3-D SYS CORP DEL,COM NEW,
88575Y 10 5,*,3SBIO INC,SPONSORED ADR,
88575Y 90 5,,3SBIO INC,CALL,
88575Y 95 5,,3SBIO INC,PUT,
88579Y AB 7,,3M CO,NOTE11/2,
88579Y AC 5,,3M CO,DEBT11/2,
88579Y 10 1,*,3M CO,COM,
88579Y 90 1,,3M CO,CALL,
88579Y 95 1,,3M CO,PUT,
88580F 10 9,*,3PAR INC,COM,
88580F 90 9,,3PAR INC,CALL,
88580F 95 9,,3PAR INC,PUT,
885807 20 6,,THRESHOLD PHARMACEUTICAL INC,COM NEW,
88630M 10 4,,TIANYIN PHARMACEUTICAL CO IN,COM,
88632Q 10 3,*,TIBCO SOFTWARE INC,COM,
88632Q 90 3,,TIBCO SOFTWARE INC,CALL,
88632Q 95 3,,TIBCO SOFTWARE INC,PUT,
88633P 30 2,*,TICKETMASTER ENTMT INC,COM,DELETED
88633P 90 2,,TICKETMASTER ENTMT INC,CALL,DELETED
88633P 95 2,,TICKETMASTER ENTMT INC,PUT,DELETED
886374 10 7,,TIDELANDS BANCSHARES INC,COM,
886423 10 2,*,TIDEWATER INC,COM,
886423 90 2,,TIDEWATER INC,CALL,
886423 95 2,,TIDEWATER INC,PUT,
88650Q 10 0,,TIER TECHNOLOGIES INC,CL B,
88650R 10 8,*,TIERONE CORP,COM,
88650R 90 8,,TIERONE CORP,CALL,
88650R 95 8,,TIERONE CORP,PUT,
88650T 10 4,,TIENS BIOTECH GROUP USA INC,COM,
886547 10 8,*,TIFFANY & CO NEW,COM,
886547 90 8,,TIFFANY & CO NEW,CALL,
886547 95 8,,TIFFANY & CO NEW,PUT,
8867EQ 10 1,,TIGERLOGIC CORPORATION,COM,
88706M 10 3,*,TIM HORTONS INC,COM,
88706M 90 3,,TIM HORTONS INC,CALL,
88706M 95 3,,TIM HORTONS INC,PUT,
88706P 10 6,*,TIM PARTICIPACOES S A,SPONS ADR PFD,
88706P 90 6,,TIM PARTICIPACOES S A,CALL,
88706P 95 6,,TIM PARTICIPACOES S A,PUT,
887098 10 1,,TIMBERLAND BANCORP INC,COM,
887100 10 5,*,TIMBERLAND CO,CL A,
887100 90 5,,TIMBERLAND CO,CALL,
887100 95 5,,TIMBERLAND CO,PUT,
887133 10 6,,TIMBERLINE RES CORP,COM,
887317 30 3,*,TIME WARNER INC,COM NEW,
887317 90 3,,TIME WARNER INC,CALL,
887317 95 3,,TIME WARNER INC,PUT,
887319 AC 5,,TIME WARNER TELECOM INC,DBCV  2.375% 4/0,
88732J 20 7,*,TIME WARNER CABLE INC,COM,
88732J 90 7,,TIME WARNER CABLE INC,CALL,
88732J 95 7,,TIME WARNER CABLE INC,PUT,
887389 10 4,*,TIMKEN CO,COM,
887389 90 4,,TIMKEN CO,CALL,
887389 95 4,,TIMKEN CO,PUT,
88830M 10 2,*,TITAN INTL INC ILL,COM,
88830M 90 2,,TITAN INTL INC ILL,CALL,
88830M 95 2,,TITAN INTL INC ILL,PUT,
88830R 10 1,*,TITAN MACHY INC,COM,
88830R 90 1,,TITAN MACHY INC,CALL,
88830R 95 1,,TITAN MACHY INC,PUT,
888339 20 7,*,TITANIUM METALS CORP,COM NEW,
888339 90 7,,TITANIUM METALS CORP,CALL,
888339 95 7,,TITANIUM METALS CORP,PUT,
888706 10 8,*,TIVO INC,COM,
888706 90 8,,TIVO INC,CALL,
888706 95 8,,TIVO INC,PUT,
888733 10 2,,TIX CORP,COM,
889039 10 3,,TODD SHIPYARDS CORP DEL,COM,
88906B 10 5,,TOFUTTI BRANDS INC,COM,
889478 10 3,*,TOLL BROTHERS INC,COM,
889478 90 3,,TOLL BROTHERS INC,CALL,
889478 95 3,,TOLL BROTHERS INC,PUT,
889542 10 6,*,TOLLGRADE COMMUNICATIONS INC,COM,
889542 90 6,,TOLLGRADE COMMUNICATIONS INC,CALL,
889542 95 6,,TOLLGRADE COMMUNICATIONS INC,PUT,
890030 20 8,,TOMKINS PLC,SPONSORED ADR,
890088 10 7,*,TOMOTHERAPY INC,COM,
890088 90 7,,TOMOTHERAPY INC,CALL,
890088 95 7,,TOMOTHERAPY INC,PUT,
890110 10 9,,TOMPKINS FINANCIAL CORPORATI,COM,
89025E 10 3,*,TONGJITANG CHINESE MED CO,SPON ADR,
89025E 90 3,,TONGJITANG CHINESE MED CO,CALL,
89025E 95 3,,TONGJITANG CHINESE MED CO,PUT,
890516 10 7,*,TOOTSIE ROLL INDS INC,COM,
890516 90 7,,TOOTSIE ROLL INDS INC,CALL,
890516 95 7,,TOOTSIE ROLL INDS INC,PUT,
890878 10 1,,TOR MINERALS INTL INC,COM,DELETED
890878 30 9,,TOR MINERALS INTL INC,COM NEW,ADDED
891013 10 4,,TORCH ENERGY ROYALTY TRUST,UNIT BEN INT,
891027 10 4,*,TORCHMARK CORP,COM,
891027 90 4,,TORCHMARK CORP,CALL,
891027 95 4,,TORCHMARK CORP,PUT,
891050 AB 2,,TOREADOR RES CORP,NOTE  5.000%10/0,
891050 10 6,*,TOREADOR RES CORP,COM,
891050 90 6,,TOREADOR RES CORP,CALL,
891050 95 6,,TOREADOR RES CORP,PUT,
891072 10 0,,TORM A/S,SPONSORED ADR,
891092 10 8,*,TORO CO,COM,
891092 90 8,,TORO CO,CALL,
891092 95 8,,TORO CO,PUT,
891160 50 9,*,TORONTO DOMINION BK ONT,COM NEW,
891160 90 9,,TORONTO DOMINION BK ONT,CALL,
891160 95 9,,TORONTO DOMINION BK ONT,PUT,
89147L 10 0,,TORTOISE ENERGY INFRSTRCTR C,COM,
89147N 30 4,,TORTOISE CAP RES CORP,COM,
89147T 10 3,,TORTOISE NORTH AMRN ENRGY CO,COM,
89147U 10 0,,TORTOISE ENERGY CAP CORP,COM,
89147X 10 4,,TORTOISE PWR & ENERGY INFRAS,COM,
89151E 10 9,*,TOTAL S A,SPONSORED ADR,
89151E 90 9,,TOTAL S A,CALL,
89151E 95 9,,TOTAL S A,PUT,
891709 10 7,,TOWER BANCORP INC,COM,
891769 10 1,,TOWER FINANCIAL CORP,COM,
891777 10 4,*,TOWER GROUP INC,COM,
891777 90 4,,TOWER GROUP INC,CALL,
891777 95 4,,TOWER GROUP INC,PUT,
891894 10 7,*,TOWERS WATSON & CO,CL A,ADDED
891894 90 7,,TOWERS WATSON & CO,CALL,ADDED
891894 95 7,,TOWERS WATSON & CO,PUT,ADDED
891906 10 9,*,TOTAL SYS SVCS INC,COM,
891906 90 9,,TOTAL SYS SVCS INC,CALL,
891906 95 9,,TOTAL SYS SVCS INC,PUT,
892000 10 0,,TOWERSTREAM CORP,COM,
89214A 10 2,,TOWN SPORTS INTL HLDGS INC,COM,
89214P 10 9,,TOWNEBANK PORTSMOUTH VA,COM,
892331 30 7,*,TOYOTA MOTOR CORP,SP ADR REP2COM,
892331 90 7,,TOYOTA MOTOR CORP,CALL,
892331 95 7,,TOYOTA MOTOR CORP,PUT,
892356 10 6,*,TRACTOR SUPPLY CO,COM,
892356 90 6,,TRACTOR SUPPLY CO,CALL,
892356 95 6,,TRACTOR SUPPLY CO,PUT,
89267P 10 5,*,TRADESTATION GROUP INC,COM,
89267P 90 5,,TRADESTATION GROUP INC,CALL,
89267P 95 5,,TRADESTATION GROUP INC,PUT,
892782 10 3,,TRAILER BRIDGE,COM,
892918 10 3,*,TRANSACT TECHNOLOGIES INC,COM,
892918 90 3,,TRANSACT TECHNOLOGIES INC,CALL,
892918 95 3,,TRANSACT TECHNOLOGIES INC,PUT,
893247 10 6,,TRANS LUX CORP,COM,
89336Q 10 0,*,TRANS WORLD ENTMT CORP,COM,
89336Q 90 0,,TRANS WORLD ENTMT CORP,CALL,
89336Q 95 0,,TRANS WORLD ENTMT CORP,PUT,
89346D 10 7,*,TRANSALTA CORP,COM,
89346D 90 7,,TRANSALTA CORP,CALL,
89346D 95 7,,TRANSALTA CORP,PUT,
893506 10 5,,TRANSAMERICA INCOME SHS INC,COM,
893521 10 4,*,TRANSATLANTIC HLDGS INC,COM,
893521 90 4,,TRANSATLANTIC HLDGS INC,CALL,
893521 95 4,,TRANSATLANTIC HLDGS INC,PUT,
893529 10 7,,TRANSCAT INC,COM,
89353D 10 7,*,TRANSCANADA CORP,COM,
89353D 90 7,,TRANSCANADA CORP,CALL,
89353D 95 7,,TRANSCANADA CORP,PUT,
89354M 10 6,,TRANSCEPT PHARMACEUTICALS IN,COM,
893617 20 9,,TRANSCONTINENTAL RLTY INVS,COM NEW,
893641 10 0,*,TRANSDIGM GROUP INC,COM,
893641 90 0,,TRANSDIGM GROUP INC,CALL,
893641 95 0,,TRANSDIGM GROUP INC,PUT,
893662 10 6,*,TRANSGLOBE ENERGY CORP,COM,
893662 90 6,,TRANSGLOBE ENERGY CORP,CALL,
893662 95 6,,TRANSGLOBE ENERGY CORP,PUT,
893716 20 9,,TRANSITION THERAPEUTICS INC,COM NEW,
89376V 10 0,,TRANSMONTAIGNE PARTNERS L P,COM UNIT L P,
893830 AU 3,,TRANSOCEAN INC,NOTE  1.625%12/1,
893830 AV 1,,TRANSOCEAN INC,NOTE  1.500%12/1,
893830 AW 9,,TRANSOCEAN INC,NOTE  1.500%12/1,
89385X 10 5,,TRANS1 INC,COM,
893870 20 4,,TRANSPORTADORA DE GAS SUR,SPON ADR B,
893929 20 8,,TRANSCEND SERVICES INC,COM NEW,
894065 30 9,,TRANSWITCH CORP,COM NEW,
89417E 10 9,*,TRAVELERS COMPANIES INC,COM,
89417E 90 9,,TRAVELERS COMPANIES INC,CALL,
89417E 95 9,,TRAVELERS COMPANIES INC,PUT,
894174 10 1,,TRAVELCENTERS OF AMERICA LLC,COM,
89421Q 10 6,*,TRAVELZOO INC,COM,
89421Q 90 6,,TRAVELZOO INC,CALL,
89421Q 95 6,,TRAVELZOO INC,PUT,
894650 10 0,*,TREDEGAR CORP,COM,
894650 90 0,,TREDEGAR CORP,CALL,
894650 95 0,,TREDEGAR CORP,PUT,
894675 10 7,*,TREE COM INC,COM,
894675 90 7,,TREE COM INC,CALL,
894675 95 7,,TREE COM INC,PUT,
89469A 10 4,*,TREEHOUSE FOODS INC,COM,
89469A 90 4,,TREEHOUSE FOODS INC,CALL,
89469A 95 4,,TREEHOUSE FOODS INC,PUT,
89531P AA 3,,TREX CO INC,NOTE  6.000% 7/0,
89531P 10 5,*,TREX CO INC,COM,
89531P 90 5,,TREX CO INC,CALL,
89531P 95 5,,TREX CO INC,PUT,
895436 10 3,*,TRI CONTL CORP,COM,
895436 90 3,,TRI CONTL CORP,CALL,
895436 95 3,,TRI CONTL CORP,PUT,
895735 10 8,*,TRI VY CORP,COM,
895735 90 8,,TRI VY CORP,CALL,
895735 95 8,,TRI VY CORP,PUT,
89582E 10 8,,TRIAN ACQUISITION I CORP,COM,DELETED
89582E 11 6,,TRIAN ACQUISITION I CORP,*W EXP 01/23/201,DELETED
89582E 20 7,,TRIAN ACQUISITION I CORP,UNIT 99/99/9999,DELETED
895848 10 9,,TRIANGLE CAP CORP,COM,
895919 10 8,*,TRIDENT MICROSYSTEMS INC,COM,
895919 90 8,,TRIDENT MICROSYSTEMS INC,CALL,
895919 95 8,,TRIDENT MICROSYSTEMS INC,PUT,
895925 10 5,*,TRIAD GTY INC,COM,DELETED
895925 90 5,,TRIAD GTY INC,CALL,DELETED
895925 95 5,,TRIAD GTY INC,PUT,DELETED
896095 10 6,,TRICO BANCSHARES,COM,
896106 AQ 4,,TRICO MARINE SERVICES INC,NOTE  3.000% 1/1,
896106 AT 8,,TRICO MARINE SERVICES INC,DBCV  6.500% 5/1,DELETED
896106 AW 1,,TRICO MARINE SERVICES INC,DBCV  8.125% 2/0,
896106 20 0,*,TRICO MARINE SERVICES INC,COM NEW,
896106 90 0,,TRICO MARINE SERVICES INC,CALL,
896106 95 0,,TRICO MARINE SERVICES INC,PUT,
896215 20 9,,TRIMAS CORP,COM NEW,
896239 10 0,*,TRIMBLE NAVIGATION LTD,COM,
896239 90 0,,TRIMBLE NAVIGATION LTD,CALL,
896239 95 0,,TRIMBLE NAVIGATION LTD,PUT,
896263 10 0,*,TRIMERIS INC,COM,
896263 90 0,,TRIMERIS INC,CALL,
896263 95 0,,TRIMERIS INC,PUT,
89628E AA 2,,TRINA SOLAR LIMITED,NOTE  4.000% 7/1,
89628E 10 4,*,TRINA SOLAR LIMITED,SPON ADR,
89628E 90 4,,TRINA SOLAR LIMITED,CALL,
89628E 95 4,,TRINA SOLAR LIMITED,PUT,
896438 30 6,,TRINITY BIOTECH PLC,SPON ADR NEW,
896522 AF 6,,TRINITY INDS INC,NOTE  3.875% 6/0,
896522 10 9,*,TRINITY INDS INC,COM,
896522 90 9,,TRINITY INDS INC,CALL,
896522 95 9,,TRINITY INDS INC,PUT,
896682 20 0,,TRINTECH GROUP PLC,SPONS ADR NEW,
896712 20 5,,TRIO TECH INTL,COM NEW,
89674K 10 3,*,TRIQUINT SEMICONDUCTOR INC,COM,
89674K 90 3,,TRIQUINT SEMICONDUCTOR INC,CALL,
89674K 95 3,,TRIQUINT SEMICONDUCTOR INC,PUT,
896749 10 8,*,TRIPLE-S MGMT CORP,CL B,
896749 90 8,,TRIPLE-S MGMT CORP,CALL,
896749 95 8,,TRIPLE-S MGMT CORP,PUT,
896818 AB 7,,TRIUMPH GROUP INC NEW,NOTE  2.625%10/0,
896818 10 1,*,TRIUMPH GROUP INC NEW,COM,
896818 90 1,,TRIUMPH GROUP INC NEW,CALL,
896818 95 1,,TRIUMPH GROUP INC NEW,PUT,
89778N 10 2,,TRUBION PHARMACEUTICALS INC,COM,
89784N 10 4,*,TRUE RELIGION APPAREL INC,COM,
89784N 90 4,,TRUE RELIGION APPAREL INC,CALL,
89784N 95 4,,TRUE RELIGION APPAREL INC,PUT,
89785X 10 1,*,TRUEBLUE INC,COM,
89785X 90 1,,TRUEBLUE INC,CALL,
89785X 95 1,,TRUEBLUE INC,PUT,
898349 10 5,*,TRUSTCO BK CORP N Y,COM,
898349 90 5,,TRUSTCO BK CORP N Y,CALL,
898349 95 5,,TRUSTCO BK CORP N Y,PUT,
898402 10 2,*,TRUSTMARK CORP,COM,
898402 90 2,,TRUSTMARK CORP,CALL,
898402 95 2,,TRUSTMARK CORP,PUT,
898452 10 7,,TRX INC,COM,
898697 10 7,,TUCOWS INC,COM,
899035 50 5,*,TUESDAY MORNING CORP,COM NEW,
899035 90 5,,TUESDAY MORNING CORP,CALL,
899035 95 5,,TUESDAY MORNING CORP,PUT,
899040 10 9,,TUFCO TECHNOLOGIES INC,COM,
899896 10 4,*,TUPPERWARE BRANDS CORP,COM,
899896 90 4,,TUPPERWARE BRANDS CORP,CALL,
899896 95 4,,TUPPERWARE BRANDS CORP,PUT,
900111 20 4,*,TURKCELL ILETISIM HIZMETLERI,SPON ADR NEW,
900111 90 4,,TURKCELL ILETISIM HIZMETLERI,CALL,
900111 95 4,,TURKCELL ILETISIM HIZMETLERI,PUT,
900145 10 3,,TURKISH INVT FD INC,COM,
901109 10 8,*,TUTOR PERINI CORP,COM,
901109 90 8,,TUTOR PERINI CORP,CALL,
901109 95 8,,TUTOR PERINI CORP,PUT,
90136Q 10 0,,21ST CENTY HLDG CO,COM,
901476 10 1,,TWIN DISC INC,COM,
90187B 10 1,,TWO HBRS INVT CORP,COM,
90187B 11 9,,TWO HBRS INVT CORP,*W EXP 07/13/201,
902104 10 8,*,II VI INC,COM,
902104 90 8,,II VI INC,CALL,
902104 95 8,,II VI INC,PUT,
902252 10 5,*,TYLER TECHNOLOGIES INC,COM,
902252 90 5,,TYLER TECHNOLOGIES INC,CALL,
902252 95 5,,TYLER TECHNOLOGIES INC,PUT,
902494 AP 8,,TYSON FOODS INC,NOTE  3.250%10/1,
902494 10 3,*,TYSON FOODS INC,CL A,
902494 90 3,,TYSON FOODS INC,CALL,
902494 95 3,,TYSON FOODS INC,PUT,
902549 AE 4,,UAL CORP,DBCV  5.000% 2/0,
902549 AH 7,,UAL CORP,NOTE  4.500% 6/3,
902549 AJ 3,,UAL CORP,NOTE  6.000%10/1,
902549 80 7,*,UAL CORP,COM NEW,
902549 90 7,,UAL CORP,CALL,
902549 95 7,,UAL CORP,PUT,
902641 66 1,,UBS AG JERSEY BRH,S&P500 GLD ETN,ADDED
902641 67 9,,UBS AG JERSEY BRH,DJ COMMD ETN39,
902641 72 9,,UBS AG JERSEY BRH,SHRT PLATN ETN18,
902641 73 7,,UBS AG JERSEY BRH,CMCI FOOD ETN,
902641 74 5,,UBS AG JERSEY BRH,CMCI ENRGY ETN,
902641 75 2,,UBS AG JERSEY BRH,CMCI INDL ETN,
902641 76 0,,UBS AG JERSEY BRH,CMCI AGRI ETN,
902641 77 8,,UBS AG JERSEY BRH,CMCI ETN 38,
902641 78 6,,UBS AG JERSEY BRH,LONG PLATN ETN18,
902641 79 4,,UBS AG JERSEY BRH,CMCI SILVR ETN,
902641 81 0,,UBS AG JERSEY BRH,CMCI GOLD ETN,
902641 82 8,,UBS AG JERSEY BRH,LIVESTK ETN 38,
902653 10 4,*,UDR INC,COM,
902653 90 4,,UDR INC,CALL,
902653 95 4,,UDR INC,PUT,
902673 10 2,,UFP TECHNOLOGIES INC,COM,
902681 10 5,*,UGI CORP NEW,COM,
902681 90 5,,UGI CORP NEW,CALL,
902681 95 5,,UGI CORP NEW,PUT,
902748 10 2,*,UIL HLDG CORP,COM,
902748 90 2,,UIL HLDG CORP,CALL,
902748 95 2,,UIL HLDG CORP,PUT,
902788 10 8,*,UMB FINL CORP,COM,
902788 90 8,,UMB FINL CORP,CALL,
902788 95 8,,UMB FINL CORP,PUT,
902925 10 6,,USA TRUCK INC,COM,
902952 10 0,*,U S GLOBAL INVS INC,CL A,
902952 90 0,,U S GLOBAL INVS INC,CALL,
902952 95 0,,U S GLOBAL INVS INC,PUT,
902973 AM 8,,US BANCORP DEL,DBCV12/1,
902973 AQ 9,,US BANCORP DEL,DBCV9/2,
902973 AT 3,,US BANCORP DEL,DBCV2/0,DELETED
902973 30 4,*,US BANCORP DEL,COM NEW,
902973 90 4,,US BANCORP DEL,CALL,
902973 95 4,,US BANCORP DEL,PUT,
903002 10 3,,U M H PROPERTIES INC,COM,
903213 10 6,,UQM TECHNOLOGIES INC,COM,
903236 10 7,*,URS CORP NEW,COM,
903236 90 7,,URS CORP NEW,CALL,
903236 95 7,,URS CORP NEW,PUT,
90328M 10 7,*,USANA HEALTH SCIENCES INC,COM,
90328M 90 7,,USANA HEALTH SCIENCES INC,CALL,
90328M 95 7,,USANA HEALTH SCIENCES INC,PUT,
90328S 17 9,,USA TECHNOLOGIES INC,*W EXP 12/31/201,
90328S 20 3,,USA TECHNOLOGIES INC,CONV PFD SER A,
90328S 50 0,,USA TECHNOLOGIES INC,COM NO PAR,
903293 AT 5,,U S G CORP,NOTE 10.000%12/0,ADDED
903293 40 5,*,U S G CORP,COM NEW,
903293 90 5,,U S G CORP,CALL,
903293 95 5,,U S G CORP,PUT,
90333E AC 2,,USEC INC,NOTE  3.000%10/0,
90333E 10 8,*,USEC INC,COM,
90333E 90 8,,USEC INC,CALL,
90333E 95 8,,USEC INC,PUT,
90333L 10 2,*,U S CONCRETE INC,COM,
90333L 90 2,,U S CONCRETE INC,CALL,
90333L 95 2,,U S CONCRETE INC,PUT,
90335C 10 0,,U S HOME SYS INC,COM,
90337L 10 8,,U S PHYSICAL THERAPY INC,COM,
90338S 10 2,,U S GEOTHERMAL INC,COM,
90341G 10 3,*,USA MOBILITY INC,COM,
90341G 90 3,,USA MOBILITY INC,CALL,
90341G 95 3,,USA MOBILITY INC,PUT,
90341W AB 4,,U S AIRWAYS GROUP INC,NOTE  7.000% 9/3,
90341W 10 8,*,U S AIRWAYS GROUP INC,COM,
90341W 90 8,,U S AIRWAYS GROUP INC,CALL,
90341W 95 8,,U S AIRWAYS GROUP INC,PUT,
90343C 10 0,,U.S. AUTO PARTS NETWORK INC,COM,
90384S 30 3,*,ULTA SALON COSMETCS & FRAG I,COM,
90384S 90 3,,ULTA SALON COSMETCS & FRAG I,CALL,
90384S 95 3,,ULTA SALON COSMETCS & FRAG I,PUT,
903844 20 7,,ULTICOM INC,COM NEW,
90385D 10 7,*,ULTIMATE SOFTWARE GROUP INC,COM,
90385D 90 7,,ULTIMATE SOFTWARE GROUP INC,CALL,
90385D 95 7,,ULTIMATE SOFTWARE GROUP INC,PUT,
90385N 10 5,,ULTIMATE ESCAPES INC,COM,DELETED
90385N 11 3,,ULTIMATE ESCAPES INC,*W EXP 10/23/201,DELETED
90385N 20 4,,ULTIMATE ESCAPES INC,UNIT 10/23/20111,DELETED
90385V 10 7,*,ULTRA CLEAN HLDGS INC,COM,
90385V 90 7,,ULTRA CLEAN HLDGS INC,CALL,
90385V 95 7,,ULTRA CLEAN HLDGS INC,PUT,
903899 10 2,*,ULTRALIFE CORP,COM,
903899 90 2,,ULTRALIFE CORP,CALL,
903899 95 2,,ULTRALIFE CORP,PUT,
903914 10 9,*,ULTRA PETROLEUM CORP,COM,
903914 90 9,,ULTRA PETROLEUM CORP,CALL,
903914 95 9,,ULTRA PETROLEUM CORP,PUT,
90400P 10 1,,ULTRAPAR PARTICIPACOES S A,SP ADR REP PFD,
90403T 10 0,,ULURU INC,COM,
904034 10 5,*,ULTRATECH INC,COM,
904034 90 5,,ULTRATECH INC,CALL,
904034 95 5,,ULTRATECH INC,PUT,
904214 10 3,*,UMPQUA HLDGS CORP,COM,
904214 90 3,,UMPQUA HLDGS CORP,CALL,
904214 95 3,,UMPQUA HLDGS CORP,PUT,
904311 10 7,*,UNDER ARMOUR INC,CL A,
904311 90 7,,UNDER ARMOUR INC,CALL,
904311 95 7,,UNDER ARMOUR INC,PUT,
904583 10 1,,UNICA CORP,COM,
904607 10 8,,UNICO AMERN CORP,COM,
904677 10 1,*,UNIFI INC,COM,
904677 90 1,,UNIFI INC,CALL,
904677 95 1,,UNIFI INC,PUT,
904708 10 4,*,UNIFIRST CORP MASS,COM,
904708 90 4,,UNIFIRST CORP MASS,CALL,
904708 95 4,,UNIFIRST CORP MASS,PUT,
904743 20 0,,UNIFY CORP,COM NEW,
904767 70 4,*,UNILEVER PLC,SPON ADR NEW,
904767 90 4,,UNILEVER PLC,CALL,
904767 95 4,,UNILEVER PLC,PUT,
90478E 10 3,,UNILIFE CORP NEW,COM,ADDED
904784 70 9,*,UNILEVER N V,N Y SHS NEW,
904784 90 9,,UNILEVER N V,CALL,
904784 95 9,,UNILEVER N V,PUT,
905399 10 1,,UNION BANKSHARES CORP,COM,DELETED
905400 10 7,,UNION BANKSHARES INC,COM,
90653P 10 5,,UNION DRILLING INC,COM,
90662P 10 4,,UNION FIRST MKT BANKSH CP,COM,ADDED
907818 10 8,*,UNION PAC CORP,COM,
907818 90 8,,UNION PAC CORP,CALL,
907818 95 8,,UNION PAC CORP,PUT,
909205 AB 2,,UNISOURCE ENERGY CORP,NOTE  4.500% 3/0,
909205 10 6,*,UNISOURCE ENERGY CORP,COM,
909205 90 6,,UNISOURCE ENERGY CORP,CALL,
909205 95 6,,UNISOURCE ENERGY CORP,PUT,
909214 30 6,*,UNISYS CORP,COM NEW,
909214 90 6,,UNISYS CORP,CALL,
909214 95 6,,UNISYS CORP,PUT,
909218 10 9,*,UNIT CORP,COM,
909218 90 9,,UNIT CORP,CALL,
909218 95 9,,UNIT CORP,PUT,
90933T 10 9,,UNITED AMER INDEMNITY LTD,CL A,
90934C 10 5,,UNITED AMERN HEALTHCARE CORP,COM,
909440 AH 2,,UNITED AUTO GROUP INC,NOTE  3.500% 4/0,
909458 10 1,,UNITED BANCSHARES INC OHIO,COM,
909839 10 2,,UNITED CMNTY FINL CORP OHIO,COM,
90984H 10 3,,UNITED CMNTY BANCORP,COM,
90984P 10 5,*,UNITED CMNTY BKS BLAIRSVLE G,CAP STK,
90984P 90 5,,UNITED CMNTY BKS BLAIRSVLE G,CALL,
90984P 95 5,,UNITED CMNTY BKS BLAIRSVLE G,PUT,
909907 10 7,*,UNITED BANKSHARES INC WEST V,COM,
909907 90 7,,UNITED BANKSHARES INC WEST V,CALL,
909907 95 7,,UNITED BANKSHARES INC WEST V,PUT,
909911 10 9,,UNITED BANCORP INC OHIO,COM,
909912 10 7,,UNITED CAPITAL CORP,COM,
910197 AK 8,,UNITED DOMINION REALTY TR IN,NOTE  4.000%12/1,
910197 AM 4,,UNITED DOMINION REALTY TR IN,NOTE  3.625% 9/1,
91030T 10 9,,UNITED FINANCIAL BANCORP INC,COM,
910331 10 7,*,UNITED FIRE & CAS CO,COM,
910331 90 7,,UNITED FIRE & CAS CO,CALL,
910331 95 7,,UNITED FIRE & CAS CO,PUT,
910571 10 8,,UNITED GUARDIAN INC,COM,
910873 40 5,*,UNITED MICROELECTRONICS CORP,SPON ADR NEW,
910873 90 5,,UNITED MICROELECTRONICS CORP,CALL,
